id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,时间
4987848681851125	,NARlq7LyR,"早盘明显小部份资金选择了锂电，光伏类行业，清一色超跌
各行各业低迷，成交量也在低位徘徊，但指数出现了较快速的下探，接近1%附近了
最大的麻烦，还是量能的继续萎缩，这个靠股民，游资是撑不起来的 ",,https://wx2.sinaimg.cn/large/006msER5gy1hllzm11771j30sz0hrgqn.jpg,,,2024-01-08T10:00:58,微博网页版,619,0,4,,,2024-01-08 10:00:58
4987847090114535	,NARiR0tNl,别保护我了。。。 ,,https://wx2.sinaimg.cn/large/006msER5gy1hllzfp0hvoj31rd1297wh.jpg,,,2024-01-08T09:54:39,微博网页版,714,0,11,,,2024-01-08 09:54:39
4987845049320944	,NARfyD6NO,允许净卖出令，其实已经叫停了的，现在更多是情绪上的事了 ,,,,,2024-01-08T09:46:32,微博网页版,703,0,5,,,2024-01-08 09:46:32
4987843868886193	,NARdEBhHH,"清清淡淡的行情，周末几乎没人聊股票
按这样的情绪，今天是理应有反弹的，但市场就算反弹，也知道如何选方向，近期全市场迷茫中 ",,"https://wx3.sinaimg.cn/large/006msER5gy1hllz1wo0p8j30tb167to6.jpg,https://wx1.sinaimg.cn/large/006msER5gy1hllz20fbldj30tf14fakb.jpg",,,2024-01-08T09:41:51,微博网页版,561,0,3,,,2024-01-08 09:41:51
4988585821868749	,NBawm7Q97,"技术形态的双底形成过程，今天必定要伴随带量反弹，要不是无效的
所以今天量能上肯定会小放量，想大放量要看下午有没有机会形成较大规模的反攻 ",,https://wx3.sinaimg.cn/large/006msER5gy1hloc9ilqsaj309c06udh7.jpg,,,2024-01-10T10:50:06,微博网页版,524,0,4,,,2024-01-10 10:50:06
4988585490518742	,NBavP2aWO,"目前国内A股的这个寻底过程，绝望而又残酷，大家都一样的心态
但只有乐观才可以穿越过去，难并坚持着，只有这样
现在能够盘中有反应的，全是图形，全是技术分析，全是超跌反弹，全是情绪 ",,,,,2024-01-10T10:48:47,微博网页版,502,0,2,,,2024-01-10 10:48:47
4988585256684741	,NBavrs30p,"这几天，大家都看到一个趋势点
各大V,都把粉丝删到50万以下了，我本来也是想删到50万以下，想想懒了，随它吧
不过多说激动的话，反正，耐心等底吧 ",,,,,2024-01-10T10:47:51,微博网页版,596,0,1,,,2024-01-10 10:47:51
4988568338434045	,NBa49zo4Z,"一片绿
 ",,,,,2024-01-10T09:40:38,iPhone 14 Pro Max,547,0,7,,,2024-01-10 09:40:38
4988218810568244	,NB0Yp2nPe,"光伏涨的凶的，都是没啥基本面的
所以炒反弹，别问逻辑，一问逻辑就坏事 ",,,,,2024-01-09T10:31:44,微博网页版,788,0,8,,,2024-01-09 10:31:44
4988213768754064	,NB0QgAJkA,不管是什么涨，能够稳定市场就有用，起码别再继续跌了 ,,,,,2024-01-09T10:11:42,微博网页版,650,0,5,,,2024-01-09 10:11:42
4988213695088189	,NB0Q9llFz,"全是暴跌股在反抽
隆基，中免，比亚迪，超跌反弹市 ",,,,,2024-01-09T10:11:24,微博网页版,614,0,4,,,2024-01-09 10:11:24
4988211287294393	,NB0MguBBv,"整体性缩量小反弹，虽现小普涨，但赚钱效应不算太大
机器人类纯题材炒作较凶，但实际行业支撑因素不多，更多是借新闻情绪反弹炒作 ",,,,,2024-01-09T10:01:50,微博网页版,534,0,2,,,2024-01-09 10:01:50
4988203530453694	,NB0zL1U1E,"开年几天，更多人直接放假过年去了，还有更多人不聊股票了
这两天，连大量的微博、公众号等都不更新了，情绪差到这种极点，真的是奇葩
希望股市善待每个股民吧 ",,,,,2024-01-09T09:31:01,微博网页版,699,0,5,,,2024-01-09 09:31:01
4987913051571144	,NAT1f6AJ2,看着这破市场，跌的不想说话 ,,,,,2024-01-08T14:16:45,微博网页版,1017,0,7,,,2024-01-08 14:16:45
4987848681851125	,NARlq7LyR,"早盘明显小部份资金选择了锂电，光伏类行业，清一色超跌
各行各业低迷，成交量也在低位徘徊，但指数出现了较快速的下探，接近1%附近了
最大的麻烦，还是量能的继续萎缩，这个靠股民，游资是撑不起来的 ",,https://wx2.sinaimg.cn/large/006msER5gy1hllzm11771j30sz0hrgqn.jpg,,,2024-01-08T10:00:58,微博网页版,619,0,4,,,2024-01-08 10:00:58
4987847090114535	,NARiR0tNl,别保护我了。。。 ,,https://wx2.sinaimg.cn/large/006msER5gy1hllzfp0hvoj31rd1297wh.jpg,,,2024-01-08T09:54:39,微博网页版,714,0,11,,,2024-01-08 09:54:39
4987845049320944	,NARfyD6NO,允许净卖出令，其实已经叫停了的，现在更多是情绪上的事了 ,,,,,2024-01-08T09:46:32,微博网页版,703,0,5,,,2024-01-08 09:46:32
4987843868886193	,NARdEBhHH,"清清淡淡的行情，周末几乎没人聊股票
按这样的情绪，今天是理应有反弹的，但市场就算反弹，也知道如何选方向，近期全市场迷茫中 ",,"https://wx3.sinaimg.cn/large/006msER5gy1hllz1wo0p8j30tb167to6.jpg,https://wx1.sinaimg.cn/large/006msER5gy1hllz20fbldj30tf14fakb.jpg",,,2024-01-08T09:41:51,微博网页版,561,0,3,,,2024-01-08 09:41:51
